type,saw_policy,percentage_replaced,population_size,neighborhoods,tournament_k,random_k,termination_criterion,alpha,beta,gamma,delta,iteration,instance,starting-time
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:27:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:33:29
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:39:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:45:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:52:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:14:58:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:04:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:10:48
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:16:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:23:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:29:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:35:39
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:41:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:48:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:15:54:05
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:00:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:06:27
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:12:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:18:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:25:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:31:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:37:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:43:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:49:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:16:55:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:17:01:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:17:07:58
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:17:14:05
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:17:20:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,0,rand_test_12,20230102:17:26:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:17:32:31
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:17:38:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:17:44:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:17:51:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:17:57:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:03:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:10:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:16:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:22:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:29:00
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:35:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:41:13
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:47:24
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:53:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:18:59:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],3,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:06:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:12:25
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:18:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:24:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:30:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:37:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:43:24
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:49:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:19:55:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:20:02:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,1,rand_test_3,20230102:20:08:27
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:14:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:21:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:27:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:34:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:41:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:48:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:20:54:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:01:23
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],9,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:08:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:14:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:21:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:27:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:34:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:41:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:47:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:21:54:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:22:01:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:22:07:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:22:14:23
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:22:21:08
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,2,rand_test_1,20230102:22:27:48
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:22:34:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:22:40:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:22:47:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:22:53:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:22:59:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:06:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:12:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:18:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:25:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:31:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:37:54
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:44:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:50:29
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230102:23:56:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230103:00:03:17
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230103:00:09:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230103:00:15:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,3,rand_test_15,20230103:00:22:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:28:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:34:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:41:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:47:19
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:53:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:00:59:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:01:05:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:01:12:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:01:18:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:01:24:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,4,rand_test_7,20230103:01:30:40
